"eventID","measurementType","measurementValue"
"NEL 149-061-36","agency","STL"
"RIC Sheyenne NG 1","agency","NG"
"MOR 134-083-36","agency","STL"
"BOW Alkali Creek WMA","agency","WMA"
"HET Hillsview WPA","agency","WPA"
"SHE Lincoln Valley South WPA","agency","WPA"
"SHE Rolling Hills WMA","agency","WMA"
"PIE Round Lake WPA","agency","WPA"
"PIE Kilgore Lake WPA","agency","WPA"
"SHE Johns Lake WPA","agency","WPA"
"ROL 162-072-36","agency","STL"
"GRA 137-088-16","agency","STL"
"RAN Sheyenne NG 1","agency","NG"
"TOW Towner WPA","agency","WPA"
"SAR Tewaukon NWR","agency","NWR"
"GFO Prairie Chicken WMA","agency","WMA"
"WIL Kraft","agency","Private"
"BOW Spring Creek WMA","agency","WMA"
"GFO Sproule South","agency","Private"
"GFO Sproule North","agency","Private"
"LAM Toay","agency","Private"
"MOU Van Hook WMA","agency","WMA"
"BAR Legge","agency","Private"
"STE Rogers WPA","agency","WPA"
"KID Horsehead WMA","agency","WMA"
"MOR 137-085-16","agency","STL"
"CAS Hamilton Wills WMA","agency","WMA"
"CAS Alice WPA 2","agency","WPA"
"DIC Burkhardt","agency","Private"
"DIC Bluestem Prairie WMA","agency","WMA"
"MCL Finken","agency","Private"
"SIO Cedar River NG 2","agency","NG"
"SIO 130-090-36","agency","STL"
"WAR Finken","agency","Private"
"GRI Southward","agency","Private"
"NEL 149-061-20","agency","STL"
"EDD Lake Washington WMA","agency","WMA"
"BOW White","agency","Private"
"WAL Joliet Ferry WMA","agency","WMA"
"REN 162-086-36","agency","STL"
"ADA Blaha EZ Encha","agency","Private"
"SAR Kraft Slough WPA","agency","WPA"
"CAV Schill","agency","Private"
"EMM Hague WMA","agency","WMA"
"EMM Vander Vorst","agency","Private"
"MER 144-085-16","agency","STL"
"RIC Stack Slough WMA","agency","WMA"
"RIC 136-052-36","agency","STL"
"EDD Swan Lake WPA","agency","WPA"
"MCH Taylor North","agency","Private"
"MCH Taylor Central","agency","Private"
"ADA Dayton","agency","Private"
"PIE 154-074-16","agency","STL"
"MCI Fiechtner","agency","Private"
"GOL Stedman","agency","Private"
"RAN Heiser","agency","Private"
"BEN Deep Valley WPA","agency","WPA"
"MCI Herr West","agency","Private"
"LOG Herr","agency","Private"
"MCL deTrobrian WMA","agency","WMA"
"GRA Gaugler South","agency","Private"
"GRA Gaugler North","agency","Private"
"TRA Erickson WPA","agency","WPA"
"STE Salander WPA","agency","WPA"
"PEM Sproule","agency","Private"
"CAV Pembina Hills WMA","agency","WMA"
"LAM Olson","agency","Private"
"BOT JCS NWR 3","agency","NWR"
"BOT 164-083-36","agency","STL"
"MER Golden Valley WMA","agency","WMA"
"PEM Lubenow East Low","agency","Private"
"RAM Myrvik WPA","agency","WPA"
"BRK Lostwood NWR 2","agency","NWR"
"DUN Tuhy","agency","Private"
"FOS Gussiaas","agency","Private"
"FOS Leppke","agency","Private"
"HET 133-091-10","agency","STL"
"HET 134-094-16","agency","STL"
"PIE Weinmann","agency","Private"
"SHE Lonetree WMA","agency","WMA"
"WEL Wells County WMA","agency","WMA"
"BIL Shade","agency","Private"
"TRA Sproule South","agency","Private"
"SAR Cooper","agency","Private"
"RAM Phil Aus WPA","agency","WPA"
"WEL Weber WPA","agency","WPA"
"WAR Krueger","agency","Private"
"REN Upper Souris NWR 3","agency","NWR"
"SLO Gerbig","agency","Private"
"RAN Reinke WPA","agency","WPA"
"WAL 155-058-08","agency","STL"
"NEL Engen","agency","Private"
"LOG Lang","agency","Private"
"WIL 156-101-16","agency","STL"
"GOL 140-104-36","agency","STL"
"OLI Bittner","agency","Private"
"OLI Rob Schmidt","agency","Private"
"ROL 160-071-36","agency","STL"
"STU 138-064-36","agency","STL"
"STU Buegel","agency","Private"
"SHE Goodrich WPA","agency","WPA"
"STA Emch","agency","Private"
"BIL Little Missouri NG 2","agency","NG"
"STA 139-095-36","agency","STL"
"SLO Nordby","agency","Private"
"BEN Orts","agency","Private"
"DUN Voigt","agency","Private"
"BAR Boom","agency","Private"
"TOW Berg West","agency","Private"
"TOW Lindy","agency","Private"
"DIV Hall","agency","Private"
"DIV Wenstad","agency","Private"
"BUR Cutting","agency","Private"
"BUR 141-078-16","agency","STL"
"MOR Graner Bottoms WMA","agency","WMA"
"ROL LaFromboise WPA","agency","WPA"
"BRK Des Lacs NWR 2","agency","NWR"
"GRI Jackson","agency","Private"
"KID Slade NWR","agency","NWR"
"MOU 157-093-36","agency","STL"
"MCK Little Missouri NG 2","agency","NG"
"MCK Tobacco Gardens WMA","agency","WMA"
"BAR Lettenmaier WPA","agency","USFWS"
"MOU 153-091-16","agency","STL"
"WAL Ardoch NWR","agency","USFWS"
"WEL 150-070-22","agency","STL"
"HET Indian Creek WMA 2","agency","NDGF"
"GRI Sibley Lake NWR","agency","USFWS"
"NEL Sahl WPA","agency","USFWS"
"WEL Lonetree WMA","agency","NDGF"
"SAR Tewaukon NWR","agency","USFWS"
"GFO Crawford Oakville Prairie WMA","agency","NDGF"
"MCH JCS NWR","agency","USFWS"
"GRA Gaugler CRP","agency","Private"
"TRA Sproule East","agency","Private"
"SHE Johns Lake WPA","agency","USFWS"
"CAV Mulberry Creek WPA","agency","USFWS"
"STU Northwestern Lake WPA","agency","USFWS"
"HET 136-091-34","agency","STL"
"STE Otto Spies WMA","agency","NDGF"
"OLI Rick Schmidt","agency","Private"
"MCL Coal Coulee WPA","agency","USFWS"
"MCI Herr East","agency","Private"
"WIL Zahn North","agency","Private"
"ROL 161-069-22","agency","STL"
"OLI Duhr","agency","Private"
"BOW Hansen","agency","Private"
"SAR 129-058-05","agency","STL"
"BEN Sully's Lake NWR","agency","USFWS"
"SAR Kraft Slough WPA 2","agency","USFWS"
"EMM 133-074-16","agency","STL"
"RIC Overboe","agency","Private"
"DIV 161-102-16","agency","STL"
"LAM 133-065-36","agency","STL"
"PEM Lubenow East High","agency","Private"
"MER Missouri Breaks WMA","agency","NDGF"
"EMM 129-077-16","agency","STL"
"GFO Agnes Marsh WPA","agency","USFWS"
"REN Upper Souris NWR 4","agency","USFWS"
"SIO Cedar River NG 4","agency","NG"
"LOG 135-070-16","agency","STL"
"SHE Trego North","agency","Private"
"PIE Buffalo Lake WMA","agency","NDGF"
"STU Chase Lake WMA","agency","NDGF"
"GRA 133-083-16","agency","STL"
"PIE 152-073-16","agency","STL"
"BOT 160-080-36","agency","STL"
"STA 137-099-16","agency","STL"
"SLO Hewson","agency","Private"
"LOG Grohne WPA","agency","USFWS"
"LAM Barr WPA","agency","USFWS"
"EDD 150-065-07","agency","STL"
"BRK Staael South 1","agency","Private"
"BRK Staael North","agency","Private"
"MCI Mund WPA","agency","USFWS"
"LOG 134-071-36","agency","STL"
"ADA Blaha Wolf Butte","agency","Private"
"ADA Blaha Dozer Q","agency","Private"
"REN 163-084-16","agency","STL"
"BEN Elstad","agency","Private"
"DUN Killdeer Mtns WMA 2","agency","NDGF"
"WAR Upper Souris NWR","agency","USFWS"
"CAV Billings Lake WPA","agency","USFWS"
"HET Hillsview WPA","agency","USFWS"
"PEM Fitzsimond Slough WMA","agency","NDGF"
"PEM Lubenow West Low","agency","Private"
"MCL Lick North","agency","Private"
"MCL Goven","agency","Private"
"KID 138-074-16","agency","STL"
"CAS Erie Dam WMA","agency","NDGF"
"MER 144-089-16","agency","STL"
"WAL Fairdale WPA","agency","USFWS"
"STA 138-092-16","agency","STL"
"MOR Storm Creek Lake WMA","agency","NDGF"
"KID Personius WPA","agency","USFWS"
"TRA Elken WPA","agency","USFWS"
"TRA Elliott","agency","Private"
"WAL Bjerke WPA","agency","USFWS"
"MCH Round Lake Township WMA","agency","NDGF"
"FOS Lutz West","agency","Private"
"FOS Lutz East","agency","Private"
"RAM Kenner Marsh WMA","agency","NDGF"
"MCH Taylor East","agency","Private"
"SHE Trego West 1","agency","Private"
"RIC Sheyenne NG 2","agency","NG"
"WIL Zahn West","agency","Private"
"EMM Schiermeister WPA","agency","USFWS"
"BUR 137-078-36","agency","STL"
"BUR Rath/Wonnenburg WPA","agency","USFWS"
"CAS Stordalen","agency","Private"
"RAM Elstad","agency","Private"
"RAM Ziegler WPA","agency","USFWS"
"DIV Salt Flats WMA","agency","NDGF"
"DIV Soo Grade WPA","agency","USFWS"
"BUR Art Brazda WMA","agency","NDGF"
"BAR Clausen Springs WMA","agency","NDGF"
"MOU Lostwood NWR","agency","USFWS"
"WAR Minot AFB West","agency","AFB"
"WAR Minot AFB East","agency","AFB"
"BEN 156-071-16","agency","STL"
"DIC Lazy M WPA","agency","USFWS"
"RAN Sheyenne NG 2","agency","NG"
"MER Hille WMA","agency","NDGF"
"EDD Haven WPA","agency","USFWS"
"GOL Little Missouri NG 3","agency","NG"
"GOL Little Missouri NG 2","agency","NG"
"GRI Southward South","agency","Private"
"TOW Nikolaisen WPA","agency","USFWS"
"CAV Pung WPA","agency","USFWS"
"BOT JCS NWR 4","agency","USFWS"
"BOT JCS NWR 1","agency","USFWS"
"SIO Cedar River NG 3","agency","NG"
"BOW Kromerek","agency","Private"
"STE Fuller's Lake WPA","agency","USFWS"
"ROL Twin Lake WPA","agency","USFWS"
"BIL Odermann East","agency","Private"
"BIL Little Missouri NG 3","agency","NG"
"WIL Spangrud WPA","agency","USFWS"
"SLO Little Missouri NG 2","agency","NG"
"KID Haven Hills WMA","agency","NDGF"
"CAS Trego","agency","Private"
"BAR 142-059-12","agency","STL"
"MOU Audubon Wicks","agency","NGO"
"TOW 163-066-21","agency","STL"
"TOW 161-066-15","agency","STL"
"MOR 138-083-36","agency","STL"
"STE Shaw WPA 2","agency","USFWS"
"PIE Long Lake WPA","agency","USFWS"
"DUN Lake Ilo NWR","agency","USFWS"
"DIC Sand","agency","Private"
"GFO 151-056-16","agency","STL"
"MCI Sand West","agency","Private"
"DUN Zahn","agency","Private"
"DIC Johnson's Gulch WMA","agency","NDGF"
"MCK Little Missouri NG 4","agency","NG"
"NEL Lambs Lake NWR","agency","USFWS"
"MCK Little Missouri NG 3","agency","NG"
"RAN Grinstead WPA","agency","USFWS"
"STU Audubon Brigham","agency","NGO"
"TRA Osland","agency","Private"
"NEL 150-061-16","agency","STL"
"STE Bower","agency","Private"
"PEM Jay V. Wessels WMA","agency","WMA"
"SAR Coleman","agency","Private"
"DIC Brummond","agency","Private"
"CAS Torgerson","agency","Private"
"EDD Langley WPA","agency","WPA"
"BOT Turtle Mountain WMA","agency","WMA"
"LAM Cisinski","agency","Private"
"KID Goosey","agency","Private"
"WAR 156-084-16","agency","STL"
"PIE 151-074-16","agency","STL"
"FOS 147-063-22","agency","STL"
"BRK Staael South 3","agency","Private"
"BOW 132-102-36","agency","STL"
"KID Weinmann","agency","Private"
"MER Beaver Creek WMA","agency","WMA"
"WEL 145-073-16","agency","STL"
"REN Upper Souris NWR 5","agency","NWR"
"STA 138-099-24","agency","STL"
"BEN Sully's Hill NWR","agency","NWR"
"BAR Rasmusson","agency","Private"
"BOT Beatty WPA","agency","WPA"
"BEN Knox WPA","agency","WPA"
"SIO 129-087-16","agency","STL"
"GFO Stewart Lake WPA","agency","WPA"
"MCL 147-079-16","agency","STL"
"GRA 132-089-13","agency","STL"
"EMM 132-078-16","agency","STL"
"GOL 139-105-36","agency","STL"
"RAN Warner WPA","agency","WPA"
"OLI 141-084-16","agency","STL"
"REN 164-087-36","agency","STL"
"RIC Wollitz WPA","agency","WPA"
"SAR 130-054-03","agency","STL"
"LOG 136-071-04","agency","STL"
"MCH Taylor West","agency","Private"
"MCH Taylor South","agency","Private"
"MCK 148-102-16","agency","STL"
"GRI Larson WPA","agency","WPA"
"WAL Old Adelen WPA","agency","WPA"
"MCI Sand East","agency","Private"
"DIC Sand 2","agency","Private"
"DIV Gillund","agency","Private"
"GOL Little Missouri NG 4","agency","NG"
"LAM Teterud","agency","Private"
"NEL Lambs Lake NWR 2","agency","NWR"
"MCI Sand West 2","agency","Private"
"BRK Staael South 2","agency","Private"
"SLO Little Missouri NG 3","agency","NG"
"PEM Duncan WPA","agency","WPA"
"MOR Lake Patricia WMA","agency","WMA"
"BOW Tom Fish","agency","Private"
"RIC Sheyenne NG 3","agency","NG"
"DUN 146-091-16","agency","STL"
"WAR Nelson WPA","agency","WPA"
"ROL 161-072-03","agency","STL"
"WIL Zahn East","agency","Private"
"ROL 160-072-36","agency","STL"
"BUR 141-075-36","agency","STL"
"DIV 162-102-36","agency","STL"
"BIL Little Missouri NG 4","agency","NG"
"EMM Krumm","agency","Private"
"STA 138-093-16","agency","STL"
"CAS Erie Dam WMA 2","agency","WMA"
"CAV Thorson WPA","agency","WPA"
"CAV Stinkeoway WPA","agency","WPA"
"RAM Kneeling Moose WPA","agency","WPA"
"BUR Russ Stuart WMA","agency","WMA"
"SHE Trego West 2","agency","Private"
"SHE Trego East","agency","Private"
"HET 135-096-16","agency","STL"
"HET 135-091-16","agency","STL"
"WIL 156-102-16","agency","STL"
"BIL Odermann West","agency","Private"
"EDD Larson WPA","agency","WPA"
"FOS 147-064-16","agency","STL"
"MCL Lick South","agency","Private"
"DUN 142-097-16","agency","STL"
"MER Flemmer","agency","Private"
"ADA Blaha Cedar Creek","agency","Private"
"ADA Blaha South Russian Slough","agency","Private"
"OLI 143-084-14","agency","STL"
"MOU Audubon Wicks Cell 3","agency","NGO"
"MOU Davy","agency","Private"
"SLO Seymanski","agency","Private"
"BEN 151-070-16","agency","STL"
"TOW 163-066-28","agency","STL"
"WEL Pipestone WPA","agency","WPA"
"GRA Three Buttes WMA","agency","WMA"
"SIO Cedar River NG 5","agency","NG"
"BAR 141-061-28","agency","STL"
"RAN Sheyenne NG 3","agency","NG"
"TOW Laturnus","agency","Private"
"STU Peterson","agency","Private"
"STU Audubon Brigham Cell 12","agency","NGO"
"MCK Little Missouri NG 5","agency","NG"
"WAL Shirek","agency","Private"
"GFO Tennison WPA","agency","WPA"
"MOR Hatzenbuhler","agency","Private"
"PIE Weinmann 2","agency","Private"
"STE Rue","agency","Private"
"TRA Gabrielson","agency","Private"
"RAM Martinson WPA West Unit","agency","WPA"
"LOG Gross","agency","Private"
"GRI Southward Old Pasture","agency","Private"
"WEL Hoornaert WPA","agency","WMA"
"HET Indian Creek WMA 2","agency","WMA"
"WAL Ardoch NWR","agency","NWR"
"GRI Sibley Lake NWR","agency","NWR"
"NEL Sahl WPA","agency","WPA"
"WEL Lonetree WMA","agency","WMA"
"GFO Crawford Oakville Prairie WMA","agency","WMA"
"CAV Mulberry Creek WPA","agency","WPA"
"SAR Kraft Slough WPA 2","agency","WPA"
"MER Missouri Breaks WMA","agency","WMA"
"REN Upper Souris NWR 4","agency","NWR"
"PIE Buffalo Lake WMA","agency","WMA"
"STU Chase Lake WMA","agency","WMA"
"LAM Barr WPA","agency","WPA"
"DUN Killdeer Mtns WMA 2","agency","WMA"
"MOR Storm Creek Lake WMA","agency","WMA"
"MCH Round Lake Township WMA","agency","WMA"
"WAL Bjerke WPA","agency","WPA"
"BUR Art Brazda WMA","agency","WMA"
"DIV Salt Flats WMA","agency","WMA"
"RAM Ziegler WPA","agency","WPA"
"BAR Clausen Springs WMA","agency","WMA"
"EDD Haven WPA","agency","WPA"
"BOT JCS NWR 4","agency","NWR"
"CAV Pung WPA","agency","WPA"
"ROL Twin Lake WPA","agency","WPA"
"STE Fuller's Lake WPA","agency","WPA"
"KID Haven Hills WMA","agency","WMA"
"STE Shaw WPA 2","agency","WPA"
"DIC Johnson's Gulch WMA","agency","WMA"
"NEL Lambs Lake NWR","agency","NWR"
"RAN Grinstead WPA","agency","WPA"
"GRA Three Buttes WMA","agency","NG"
"HET Hillsview WPA","agency","WMA"
"BOT Turtle Mountain WMA","agency","Private"
"BEN 151-070-16","agency","Private"
"WIL Hofflund WMA","ecoregion number","43"
"BUR RW Henderson WMA","ecoregion number","42"
"BUR Long Lake NWR","ecoregion number","42"
"BUR Rath/Wonnenburg WPA","ecoregion number","42"
"WIL 156-100-16","ecoregion number","42"
"EMM Kurtz WPA","ecoregion number","42"
"PEM Denault WMA","ecoregion number","48"
"DUN 142-093-16","ecoregion number","43"
"MCK Ochs Point WMA","ecoregion number","43"
"CAS Erie Dam WMA","ecoregion number","46"
"EMM MacLean Bottoms WMA","ecoregion number","43"
"EMM Schiermeister WPA","ecoregion number","43"
"DUN Lake Ilo NWR","ecoregion number","43"
"REN 164-084-36","ecoregion number","46"
"DIC Maple River WMA","ecoregion number","46"
"PEM Fitzsimond Slough WMA","ecoregion number","48"
"OLI Wilbur Boldt WMA","ecoregion number","43"
"WAL Charles C. Cook WMA","ecoregion number","48"
"SAR Gainor WPA","ecoregion number","48"
"SAR Anderson WPA","ecoregion number","46"
"DUN Killdeer Mtns WMA","ecoregion number","43"
"BAR Olson WMA","ecoregion number","46"
"MCL Charles Schroeder WMA","ecoregion number","42"
"MCL 150-082-36","ecoregion number","42"
"GRI 148-061-36","ecoregion number","46"
"TOW CC Underwood WMA","ecoregion number","46"
"WEL Hoornaert WPA","ecoregion number","46"
"WEL Karl T. Frederick WMA","ecoregion number","42"
"SIO Froelich Dam WMA","ecoregion number","43"
"MOR Morton County WMA","ecoregion number","43"
"WEL 149-069-36","ecoregion number","46"
"GFO Agnes Marsh WPA","ecoregion number","48"
"BIL Bull Creek WMA","ecoregion number","43"
"MCK 146-100-36","ecoregion number","43"
"FOS 147-062-26","ecoregion number","46"
"MCI Eszlinger WPA","ecoregion number","42"
"BRK Des Lacs NWR 1","ecoregion number","46"
"BAR Stoney Slough WPA","ecoregion number","46"
"BOW 131-105-36","ecoregion number","43"
"FOS George Karpen WMA","ecoregion number","42"
"CAV Wengeler WPA","ecoregion number","46"
"CAV Billings Lake WPA","ecoregion number","46"
"WAR Upper Souris NWR","ecoregion number","46"
"FOS Barlow WPA","ecoregion number","46"
"TRA Thompson WPA","ecoregion number","48"
"TRA Groven WPA","ecoregion number","48"
"MER 143-089-36","ecoregion number","43"
"MER North Beulah Mine WMA","ecoregion number","43"
"REN Upper Souris NWR 2","ecoregion number","46"
"GRA Otter Creek WMA","ecoregion number","43"
"KID Dawson WMA","ecoregion number","42"
"MCH Rieder WPA","ecoregion number","46"
"MCH Keller WPA","ecoregion number","46"
"RAN Kenyons WPA","ecoregion number","46"
"HET Indian Creek WMA","ecoregion number","43"
"BOW 130-103-36","ecoregion number","43"
"MCI Mund WPA","ecoregion number","42"
"MCI Camp Lake WMA","ecoregion number","42"
"NEL Rose Lake WPA","ecoregion number","46"
"STE Fugelstad WPA","ecoregion number","46"
"WAR Danielson WPA","ecoregion number","42"
"ADA 132-097-16","ecoregion number","43"
"WAR Gaines WPA","ecoregion number","42"
"DIC Lazy M WPA","ecoregion number","42"
"WAL Fairdale WPA","ecoregion number","46"
"LOG Mund WPA","ecoregion number","42"
"ROL Armstrong WPA","ecoregion number","46"
"MOU Lostwood NWR","ecoregion number","42"
"MOU Kjallberg WPA","ecoregion number","42"
"DIC Grunneich WPA","ecoregion number","42"
"SLO Cedar Lake WMA","ecoregion number","43"
"LAM Cottonwood Creek WMA","ecoregion number","46"
"ROL Ghost Valley WPA","ecoregion number","46"
"RIC Wild Rice WMA","ecoregion number","46"
"STA Adam and Teresa Raab WMA","ecoregion number","43"
"RIC Hartleben WPA","ecoregion number","48"
"GFO Mekinock WPA","ecoregion number","48"
"RAM Lost Island WPA","ecoregion number","46"
"SIO 130-085-36","ecoregion number","43"
"CAS Kemmer WPA","ecoregion number","46"
"DIV Drawbond WPA","ecoregion number","42"
"OLI 143-082-16","ecoregion number","43"
"OLI 141-085-16","ecoregion number","43"
"GOL 136-106-36","ecoregion number","43"
"DIV 161-101-36","ecoregion number","42"
"DIV Soo Grade WPA","ecoregion number","46"
"RAN Fort Ransom WMA","ecoregion number","46"
"RAM Pintail WPA","ecoregion number","46"
"SLO 135-106-16","ecoregion number","43"
"PIE Long Lake WPA","ecoregion number","46"
"GOL Little Missouri NG 1","ecoregion number","43"
"BEN Twin Lakes WPA","ecoregion number","46"
"BOT JCS NWR 2","ecoregion number","46"
"BOT JCS NWR 1","ecoregion number","46"
"SIO Cedar River NG 1","ecoregion number","43"
"GRA Cedar River NG 1","ecoregion number","43"
"HET 135-097-16","ecoregion number","43"
"SLO Little Missouri NG 1","ecoregion number","43"
"BIL Little Missouri NG 1","ecoregion number","43"
"MCL Coal Coulee WPA","ecoregion number","42"
"STE Otto Spies WMA","ecoregion number","46"
"STA 140-094-16","ecoregion number","43"
"KID Long Lake NWR","ecoregion number","42"
"KID Personius WPA","ecoregion number","42"
"BIL 144-099-36","ecoregion number","43"
"GOL 144-105-36","ecoregion number","43"
"MCK Little Missouri NG 1","ecoregion number","43"
"MCH JCS NWR","ecoregion number","46"
"GRI 148-061-16","ecoregion number","46"
"GRI Evers WPA","ecoregion number","46"
"RAM Kenner Marsh WMA","ecoregion number","46"
"LAM Cornell WPA","ecoregion number","42"
"LAM 136-059-36","ecoregion number","46"
"MOU 154-093-36","ecoregion number","42"
"BAR Lettenmaier WPA","ecoregion number","46"
"CAS Alice WPA 1","ecoregion number","46"
"CAV Ullyot WPA","ecoregion number","46"
"STE Shaw WPA 1","ecoregion number","46"
"WAL Greenwing WPA","ecoregion number","46"
"STU Northwestern Lake WPA","ecoregion number","42"
"REN Upper Souris NWR 1","ecoregion number","46"
"BEN Sully's Lake NWR","ecoregion number","46"
"EDD 150-067-03","ecoregion number","46"
"EDD Wallace WPA","ecoregion number","46"
"STU Chase Lake NWR","ecoregion number","42"
"BEN 151-070-14","ecoregion number","46"
"EDD 150-065-24","ecoregion number","46"
"WIL Spangrud WPA","ecoregion number","42"
"BRK Lostwood NWR 1","ecoregion number","42"
"TRA Elken WPA","ecoregion number","48"
"STU 137-063-36","ecoregion number","46"
"MOR 140-089-16","ecoregion number","43"
"STA 137-091-16","ecoregion number","43"
"ADA 130-092-36","ecoregion number","43"
"ADA HREC","ecoregion number","43"
"BOT Lansford WPA","ecoregion number","46"
"BRK 162-094-36","ecoregion number","46"
"PEM Pembina Prairie WPA","ecoregion number","48"
"TOW Nikolaisen WPA","ecoregion number","46"
"MER Hille WMA","ecoregion number","43"
"LOG Grohne WPA","ecoregion number","42"
"LOG Boschee WPA","ecoregion number","42"
"NEL 150-061-21","ecoregion number","46"
"NEL 149-061-36","ecoregion number","46"
"RIC Sheyenne NG 1","ecoregion number","48"
"MOR 134-083-36","ecoregion number","43"
"BOW Alkali Creek WMA","ecoregion number","43"
"HET Hillsview WPA","ecoregion number","43"
"SHE Lincoln Valley South WPA","ecoregion number","46"
"SHE Rolling Hills WMA","ecoregion number","42"
"PIE Round Lake WPA","ecoregion number","46"
"PIE Kilgore Lake WPA","ecoregion number","46"
"SHE Johns Lake WPA","ecoregion number","42"
"ROL 162-072-36","ecoregion number","46"
"GRA 137-088-16","ecoregion number","43"
"RAN Sheyenne NG 1","ecoregion number","48"
"TOW Towner WPA","ecoregion number","46"
"SAR Tewaukon NWR","ecoregion number","46"
"GFO Prairie Chicken WMA","ecoregion number","48"
"WIL Kraft","ecoregion number","43"
"BOW Spring Creek WMA","ecoregion number","43"
"GFO Sproule South","ecoregion number","48"
"GFO Sproule North","ecoregion number","48"
"LAM Toay","ecoregion number","46"
"MOU Van Hook WMA","ecoregion number","43"
"BAR Legge","ecoregion number","46"
"STE Rogers WPA","ecoregion number","46"
"KID Horsehead WMA","ecoregion number","42"
"MOR 137-085-16","ecoregion number","43"
"CAS Hamilton Wills WMA","ecoregion number","48"
"CAS Alice WPA 2","ecoregion number","46"
"DIC Burkhardt","ecoregion number","46"
"DIC Bluestem Prairie WMA","ecoregion number","46"
"MCL Finken","ecoregion number","42"
"SIO Cedar River NG 2","ecoregion number","43"
"SIO 130-090-36","ecoregion number","43"
"WAR Finken","ecoregion number","42"
"GRI Southward","ecoregion number","46"
"NEL 149-061-20","ecoregion number","46"
"EDD Lake Washington WMA","ecoregion number","46"
"BOW White","ecoregion number","43"
"WAL Joliet Ferry WMA","ecoregion number","48"
"REN 162-086-36","ecoregion number","46"
"ADA Blaha EZ Encha","ecoregion number","43"
"SAR Kraft Slough WPA","ecoregion number","46"
"CAV Schill","ecoregion number","46"
"EMM Hague WMA","ecoregion number","42"
"EMM Vander Vorst","ecoregion number","43"
"MER 144-085-16","ecoregion number","43"
"RIC Stack Slough WMA","ecoregion number","46"
"RIC 136-052-36","ecoregion number","48"
"EDD Swan Lake WPA","ecoregion number","46"
"MCH Taylor North","ecoregion number","46"
"MCH Taylor Central","ecoregion number","46"
"ADA Dayton","ecoregion number","43"
"PIE 154-074-16","ecoregion number","46"
"MCI Fiechtner","ecoregion number","42"
"GOL Stedman","ecoregion number","43"
"RAN Heiser","ecoregion number","46"
"BEN Deep Valley WPA","ecoregion number","46"
"MCI Herr West","ecoregion number","42"
"LOG Herr","ecoregion number","42"
"MCL deTrobrian WMA","ecoregion number","42"
"GRA Gaugler South","ecoregion number","43"
"GRA Gaugler North","ecoregion number","43"
"TRA Erickson WPA","ecoregion number","46"
"STE Salander WPA","ecoregion number","46"
"PEM Sproule","ecoregion number","48"
"CAV Pembina Hills WMA","ecoregion number","46"
"LAM Olson","ecoregion number","46"
"BOT JCS NWR 3","ecoregion number","46"
"BOT 164-083-36","ecoregion number","46"
"MER Golden Valley WMA","ecoregion number","43"
"PEM Lubenow East Low","ecoregion number","48"
"RAM Myrvik WPA","ecoregion number","46"
"BRK Lostwood NWR 2","ecoregion number","42"
"DUN Tuhy","ecoregion number","43"
"FOS Gussiaas","ecoregion number","46"
"FOS Leppke","ecoregion number","46"
"HET 133-091-10","ecoregion number","43"
"HET 134-094-16","ecoregion number","43"
"PIE Weinmann","ecoregion number","46"
"SHE Lonetree WMA","ecoregion number","46"
"WEL Wells County WMA","ecoregion number","42"
"BIL Shade","ecoregion number","43"
"TRA Sproule South","ecoregion number","48"
"SAR Cooper","ecoregion number","46"
"RAM Phil Aus WPA","ecoregion number","46"
"WEL Weber WPA","ecoregion number","46"
"WAR Krueger","ecoregion number","42"
"REN Upper Souris NWR 3","ecoregion number","46"
"SLO Gerbig","ecoregion number","43"
"RAN Reinke WPA","ecoregion number","46"
"WAL 155-058-08","ecoregion number","46"
"NEL Engen","ecoregion number","46"
"LOG Lang","ecoregion number","42"
"WIL 156-101-16","ecoregion number","42"
"GOL 140-104-36","ecoregion number","43"
"OLI Bittner","ecoregion number","43"
"OLI Rob Schmidt","ecoregion number","43"
"ROL 160-071-36","ecoregion number","46"
"STU 138-064-36","ecoregion number","46"
"STU Buegel","ecoregion number","46"
"SHE Goodrich WPA","ecoregion number","42"
"STA Emch","ecoregion number","43"
"BIL Little Missouri NG 2","ecoregion number","43"
"STA 139-095-36","ecoregion number","43"
"SLO Nordby","ecoregion number","43"
"BEN Orts","ecoregion number","46"
"DUN Voigt","ecoregion number","43"
"BAR Boom","ecoregion number","46"
"TOW Berg West","ecoregion number","46"
"TOW Lindy","ecoregion number","46"
"DIV Hall","ecoregion number","42"
"DIV Wenstad","ecoregion number","42"
"BUR Cutting","ecoregion number","42"
"BUR 141-078-16","ecoregion number","42"
"MOR Graner Bottoms WMA","ecoregion number","43"
"ROL LaFromboise WPA","ecoregion number","46"
"BRK Des Lacs NWR 2","ecoregion number","46"
"GRI Jackson","ecoregion number","46"
"KID Slade NWR","ecoregion number","42"
"MOU 157-093-36","ecoregion number","42"
"MCK Little Missouri NG 2","ecoregion number","43"
"MCK Tobacco Gardens WMA","ecoregion number","43"
"MOU 153-091-16","ecoregion number","42"
"WAL Ardoch NWR","ecoregion number","48"
"WEL 150-070-22","ecoregion number","46"
"HET Indian Creek WMA 2","ecoregion number","43"
"GRI Sibley Lake NWR","ecoregion number","46"
"NEL Sahl WPA","ecoregion number","46"
"WEL Lonetree WMA","ecoregion number","46"
